"Title","Authors","Abstract","SubmissionDate","Announced","DOI","CleanDate"
"Constraints on Features in the Cosmological Power Spectrum from Observations of the Epoch of Reionization","Authors: O. R. Skorikov, S. V. Pilipenko, M. V. Tkachev","We consider cosmological models with a power spectrum of perturbations featuring an enhanced amplitude on dwarf galaxy scales (with a ""bump"" or a ""tilt""). Early formation of a large number of galaxies in such models, compared to the standard spectrum, can shift the epoch of reionization to higher redshifts compared to observations. We show that for moderate bump amplitude $\mathcal{A}<1.5-2$, the considered models are not ruled out by observations of reionization at $z \approx 8$ due to existing uncertainties in the fraction of ultraviolet photons escaping galaxies, $f_{esc}$, and inhomogeneity of the neutral hydrogen distribution. △ Less","Submitted 26 November, 2025;","originally announced November 2025.",NA,NA
"Impact of Cosmic Ray Distribution on the Growth and Saturation of Bell Instability","Authors: Saikat Das, Siddhartha Gupta, Prateek Sharma","Cosmic rays (CRs) streaming in weakly magnetized plasmas can drive large-amplitude magnetic fluctuations via nonresonant streaming instability (NRSI), or Bell instability. Using one-dimensional kinetic simulations, we investigate how mono-energetic and power-law CR momentum distributions influence the growth and saturation of NRSI. The linear growth is governed solely by the CR current and is largely insensitive to the CR distribution. However, the saturation depends strongly on the CR distribution and is achieved through CR isotropization, which quenches the driving current. Mono-energetic CRs effectively amplify the magnetic field and isotropize. For power-law distributions, the lowest-energy CRs dominate current relaxation and magnetic growth, while the highest-energy CRs remain weakly scattered, limiting their contribution to saturation. In the absence of low-energy CRs, high-energy particles amplify magnetic fields effectively and isotropize. We provide a modified saturation prescription accounting for these effects and propose a layered CR-confinement scenario upstream of astrophysical shocks, relevant to particle acceleration to high energies. △ Less","Submitted 26 November, 2025;","originally announced November 2025.",NA,NA
"A Bottom-Up EFT Approach To Superdense Baryonic Matter","Authors: Mannque Rho","How to arrive at the densest matter in massive compact stars starting from Walecka's linear $ω$-$σ$ mean-field model is described in a series of arguments anchored on hidden local symmetry, hidden scale symmetry and emergent parity-doublet symmetry. I follow the bottom-up approach from chiral symmetry with pions, coupled to hidden local and scale symmetry degrees of freedom. Exploiting the renormalization-group treatment à la Shankar and Polchinski of the fermionic interactions on the Fermi sphere, leading to Landau-Migdal Fermi-liquid, one obtains a sort of generalized ``Density Functional"" that allows via a topology change hadrons transform to quarks without phase changes at the center of massive stars. The highly dense matter is ``pseudo-conformal"" with the sound velocity $v_{pcs}^2/c^2\approx 1/3$ but the trace of the energy-momentum tensor is not equal to zero, hence the matter is non-conformal. △ Less","Submitted 26 November, 2025;","originally announced November 2025.",NA,NA
"Testing Bump in the Cosmological Power Spectrum Using Dwarf Galaxies","Authors: Maxim Zabelkin, Sergey Drozdov, Oleg Skorikov, Sergey Pilipenko","We analyze the possibility of using observational data on nearby dwarf galaxies -- their luminosity functions and spatial distributions -- to constrain deviations of the cosmological power spectrum from the standard one. Specifically, we consider a cosmological model with a ""bump"" in the power spectrum at a wavelength of 1.3~Mpc and a dimensionless amplitude $\mathcal{A}=2.0$. Such a spectrum is motivated by observations of an excess number of galaxies at high redshifts. The bump leads to a noticeable increase in the luminosity function in the range $-13 > M_B > -17$ at $z=0$. Comparison with observations constrains the bump amplitude to $\mathcal{A} < 0.25$ at a 3-sigma significance level for a wavelength of 1.3~Mpc. For wavelengths smaller than 0.8~Mpc, the bump manifests only in the luminosity function of dwarfs with $M_B > -14$. △ Less","Submitted 26 November, 2025;","originally announced November 2025.",NA,NA
"The FAST-SETI Milky Way Globular Cluster Survey I: A Pilot Multibeam On-the-Fly Search of Five Globular Clusters at L-Band","Authors: Bo-Lun Huang, Zhen-Zhao Tao, Tong-Jie Zhang, Vishal Gajjar","We report a narrowband technosignature search toward five Milky Way globular clusters (NGC 6171, NGC 6218, NGC 6254, NGC 6838, and IC 1276) using the Five-hundred-meter Aperture Spherical radio Telescope (FAST) 19-beam L-band receiver (1.05-1.45 GHz). We adapt the MultiBeam Point-source Scanning (MBPS) strategy to extended targets by gating detections to generalized on-target windows (gOTWs), i.e. the time intervals when a beam main lobe intersects a buffered cluster mask, and by enforcing the deterministic multibeam illumination sequence as a geometry test. Dynamic spectra with frequency resolution about 7.5 Hz and time resolution about 10 s are searched with turboSETI over drift rates |nu_dot| <= 4 Hz s^-1 at signal-to-noise ratio S/N >= 10. From about 2.75e5 raw hits across both linear polarizations, none survive the gOTW gating, array-wide simultaneity veto, in-stripe ordering, and single-drift coherence checks, yielding a robust null result. With system equivalent flux density SEFD about 1.5 Jy and an effective 60 s per illuminated crossing, our per-crossing flux density threshold is S_min about 0.50 Jy, corresponding to minimum isotropic-equivalent radiated power EIRP_min in the range (0.72-1.8)e16 W for cluster distances 4-6.5 kpc; when multiple illuminated crossings occur, non-coherent stacking improves sensitivity by up to sqrt(N). To our knowledge this is the first FAST technosignature survey dedicated to globular clusters and the first to use MBPS as the primary observing strategy. These limits disfavor bright, persistent, isotropic L-band beacons above the stated thresholds during our epochs and establish a scalable blueprint, based on geometry-aware gating and verification, for multi-epoch MBPS campaigns that expand signal morphologies and combine passes to deepen constraints on transmitters in dense stellar systems. △ Less","Submitted 26 November, 2025;","originally announced November 2025.",NA,NA
"Cosmological tensions in Proca-Nuevo theory","Authors: Hsu-Wen Chiang, Claudia de Rham, Sebastian Garcia-Saenz, Xue Zhou","We study the cosmological predictions of (extended) Proca-Nuevo theory. This vector-tensor theory enjoys stable homogeneous and isotropic solutions characterized by an effective dark energy fluid, with behavior that ranges from freezing quintessential to thawing phantom-like, serving as a motivated framework to scrutinize the cosmological tensions that affect the standard $Λ$CDM model. While the model we consider is sufficiently generic to encompass a large class of field theories, it distinguishes itself from scalar dark energy models (quintessential ones, kinetic ones and non-minimally coupled ones) by the presence of what would be classed as a vector degree of freedom which can be for instance inherited from more generic theories of gravity. We improve on previous work in several directions: we consider a general one-parameter class of background models; identify a so-called 'special' model and analyze observational constraints taking also into account perturbations and making use of wide up-to-date catalogs of datasets including recently released ones. We find that the one-parameter Proca-Nuevo model is preferred over $Λ$CDM at $1.5σ$ when fitting CMB and BAO data, and at $2.4σ$ when further adding low-redshift data. The Hubble tension is alleviated, dropping from $5.8σ$ to $2.3σ$ (resp. $1.5σ$) between CMB with (and resp. without) BAO data and local measurements. On the other hand, we find that the vector field generically introduces a significant enhancement of the effective Newton constant, so that matching the observed matter power spectrum requires a mild amount of tuning to suppress the impact of perturbations. Since, at the background level, Proca-Nuevo is degenerate with other classes of theories, our results are also relevant to a wider range of set-ups including and beyond vector-tensor models. △ Less","Submitted 26 November, 2025;","originally announced November 2025.",NA,NA
"Multiwavelength Observations for a Double-decker Filament Channel in AR 13102","Authors: Yin Zhang, Baolin Tan, Quan Wang, Jing Huang, Zhe Xu, Kanfan Ji, Xiao Yang, Jie Chen, Xianyong Bai, Zhenyong Hou, Yuanyong Deng","We present the observational evidence of the existence of a double-decker filament channel (FC) by using observations in extreme ultraviolet and Hα wavelengths. For both FCs, the east foot-point roots in the active region (AR), while the west one roots in the remote quiet region. The bottom FC (FC1) appears as intermittent filaments. Within the AR, the FC1 appears as an S-shaped filament (F1), which consisted of two J-shaped filaments (F1S/F1N for the south/north one). For the upper one (FC2), only the east part is filled with dark plasma and visible as a small filament (F2). Its east foot-point roots around the junction of F1S and F1N. Initially, due to the recurrent reconnections, F1N and F1S link to each other and form a new filament (F3) thread by thread. Meanwhile, the heated plasma, which appears as brightening features, flows from the east foot-point of F2 to the west, and becomes invisible about 1.1$\times$10^{5} km away. The failed eruption of F1S is triggered by the reconnection, which appears as the brightening threads changing their configuration from crossed to quasiparallel in between the F1S and F3, and is confined by the upper magnetic field. Associated with the eruption, the distant invisible plasma becomes visible as a brightening feature. It continuously flows to the remote foot-point, and becomes invisible before reaching it. The brightening plasma flow outlines the skeleton of FC2 gradually. The observations show the existence of a double-decker FC, as a magnetic structure, before they appear as a brightening/dark feature when fully filled with hot/cool plasma. △ Less","Submitted 26 November, 2025;","originally announced November 2025.",NA,NA
"Spectuner-D1: Spectral Line Fitting of Interstellar Molecules Using Deep Reinforcement Learning","Authors: Yisheng Qiu, Tianwei Zhang, Tie Liu, Fengyao Zhu, Dezhao Meng, Huaxi Chen, Thomas Möller, Peter Schilke, Donghui Quan","Spectral lines from interstellar molecules provide crucial insights into the physical and chemical conditions of the interstellar medium. Traditional spectral line analysis relies heavily on manual intervention, which becomes impractical when handling the massive datasets produced by modern facilities like ALMA. To address this challenge, we introduce a novel deep reinforcement learning framework to automate spectral line fitting. Using observational data from ALMA, we train a neural network that maps both molecular spectroscopic data and observed spectra to physical parameters such as excitation temperature and column density. The neural network predictions can serve as initial estimates and be further refined using a local optimizer. Our method achieves consistent fitting results compared to global optimization with multiple runs, while reducing the number of forward modeling runs by an order of magnitude. We apply our method to pixel-level fitting for an observation of the G327.3-0.6 hot core and validate our results using XCLASS. We perform the fitting for CH$_3$OH, CH$_3$OCHO, CH$_3$OCH$_3$, C$_2$H$_5$CN, and C$_2$H$_3$CN. For a 100 $\times$ 100 region covering 5 GHz bandwidth, the fitting process requires 4.9 to 41.9 minutes using a desktop with 16 cores and one consumer-grade GPU card. △ Less","Submitted 25 November, 2025;","originally announced November 2025.",NA,NA
"Refined classification of YSOs and AGB stars by IR magnitudes, colors, and time-domain analysis with machine learning","Authors: Hyunwook Jheonn, Jeong-Eun Lee, Jinho Lee, Seonjae Lee, Hyeyoon Lee, ShinGeon Kim, Carlos Contreras Peña, Mi-Ryang Kim","We introduce a binary classification model, {\it the Double Filter Model}, utilizing various machine learning and deep learning methods to classify Young Stellar Objects (YSOs) and Asymptotic Giant Branch (AGB) stars. Since YSOs and AGB stars share similar infrared (IR) photometric characteristics due to comparable temperatures and the presence of circumstellar dust, distinguishing them is challenging and often leads to misclassification. While machine learning and deep learning techniques have helped reduce YSO-AGB misclassifications, achieving a reliable separation remains challenging. Given that YSOs and AGB stars exhibit distinct light curves resulting from different variability mechanisms, our Double Filter Model leverages light curve data to enhance classification accuracy. This approach uncovered YSOs and AGB stars that were misclassified in IR photometry and was validated against Taurus YSOs and spectroscopically confirmed AGB stars. We applied the model to the {\it Spitzer/IRAC Candidate YSO Catalog for the Inner Galactic Midplane} (SPICY) catalog for catalog refinement and identified potential AGB star contaminants. △ Less","Submitted 25 November, 2025;","originally announced November 2025.",NA,NA
"Different Origins of Nucleated and Non-nucleated Dwarf Elliptical Galaxies: Identified by the Deep-learning","Authors: Sanjaya Paudel, Cristiano G. Sabiu, Suk-Jin Yoon, Daya Nidhi Chhatkuli, Woong-Bae G. Zee, Jaewon Yoo, Binod Adhikari","Dwarf elliptical galaxies (dEs) are the dominant population in galaxy clusters and serve as ideal probes for studying the environmental impact on galactic evolution. A substantial fraction of dEs are known to harbor central nuclei, which are among the densest stellar systems in the Universe. The large-scale distribution and the underlying origin of nucleated and non-nucleated dEs remain unresolved. Using a state-of-the-art machine learning framework, we systematically scan the Virgo cluster region ($15\arcdeg \times 20\arcdeg$ centered at $R.A. = 187.2\arcdeg$ and $Dec. = 9.6\arcdeg$) and construct the largest homogeneous sample of dEs (of total 2,123) with robust nucleus classifications. We find that nucleated dEs are more spatially clustered and exhibit a stronger association with massive galaxies than their non-nucleated counterparts. This suggests that most nucleated dEs likely formed alongside massive galaxies within the cluster (i.e, the in-situ formation). In contrast, non-nucleated dEs are more widely distributed across the cluster and align more closely with Virgo's global potential well, as traced by the cluster's hot gas. This indicates that most non-nucleated dEs originated outside the cluster (i.e, the ex-situ formation) and were later accreted and redistributed within it. Our findings shed new light on how dEs and their central nuclei form and evolve. △ Less","Submitted 25 November, 2025;","originally announced November 2025.",NA,NA
"Deep Extragalactic VIsible Legacy Survey (DEVILS): First Data Release Covering The D10 (COSMOS) Region","Authors: L. J. M. Davies, M. Bravo, R. H. W. Cook, A. Hashemizadeh, J. E. Thorne, S. Bellstedt, S. P. Driver, A. S. G. Robotham, S. Koushan, N. Adams, S. Huynh, E. J. A. Mannering, J. Tocknell, M. J. I. Brown, J. Bland-Hawthorn, L. Cortese, B. Catinella, M. Meyer, S. Phillipps, M. Siudek, C. Wolf","The Deep Extragalactic VIsible Legacy Survey (DEVILS) is a deep, high-completeness multi-wavelength survey based around spectroscopic observations using the Anglo-Australian Telescope's AAOmega spectrograph. The survey covers $\sim4.5$deg$^{2}$ over three extragalactic fields to Y$_{AB}<21.2$mag and probes sources at $0<z<1.2$, with a median redshift of $z=0.53$. Here we describe the DEVILS spectroscopic observations, data reduction and redshift analysis. We then describe and release to the community all DEVILS data in the 10h (D10, COSMOS) region including: i) catalogues of redshifts, photometry, SED fitting for physical properties, visual morphologies, structural decompositions and group environments/halo masses, ii) matched imaging in 28 bands from x-rays to radio continuum, and iii) reduced 1D spectra. All data are made publicly available through Data Central. Within D10 we obtain 5,442 new high-quality spectroscopic redshifts. When combined with existing, lower-quality, redshift information ($i.e.$ photometric redshifts) this is increased to 7,946. Of these, 3,122 have a spectroscopic redshift from another source (many that was not available at the time of the DEVILS observations). As such, DEVILS provides new unique high-quality spectroscopic redshifts for 4,824 faint sources in COSMOS. This increases the spectroscopic completeness at Y-mag$\sim$21 from $\sim$50% in other samples to $\sim$90% in DEVILS. Finally, we show the power of this dataset by exploring the suppression of star formation in over-dense environments, split by morphology and stellar mass, and highlighting the ubiquitous nature of environmental quenching. △ Less","Submitted 25 November, 2025;","originally announced November 2025.",NA,NA
"The diverse morphology of gravitational wave signals from merging neutron-star white-dwarf binaries","Authors: Shenghua Yu, Youjun Lu, C. Simon Jeffery, Zhanwen Han, DongDong Liu, Jie Yang, Xilong Fan, Bo Peng, Jianbin Li","In sufficiently compact neutron star-white dwarf (NSWD) binary systems, orbital decay means the white dwarf eventually fills its shrinking Roche lobe, initiating a phase of mass transfer. The exchange of angular momentum-both internal and external-plays a critical role in determining the binary's evolutionary outcome. For neutron stars with relatively low magnetic fields and spin frequencies, whether the orbital separation continues to shrink depends on the interplay between gravitational wave (GW) radiation and mass transfer dynamics. We compute the orbital evolution of NSWD binaries across a broad parameter space, incorporating four key variables. Our results reveal distinct boundaries in the NS-WD mass-mass diagram: binaries with white dwarf masses above these thresholds undergo rapid orbital decay and direct coalescence. The dependence of these boundaries on system parameters indicates that Roche-lobe-filling NSWD binaries can follow multiple evolutionary pathways -- a phenomenon we refer to as branched or polymorphic evolution. NSWD binary systems emit strong and diverse GW signals, many of which would be detectable by space-based GW observatories. The morphology of the evolving GW waveform provides a direct diagnostic for the NSWD binary configuration, including any contribution from an accretion disk. Our models can provide critical waveform templates for identifying merging binary signals in real-time GW data. △ Less","Submitted 25 November, 2025;","originally announced November 2025.",NA,NA
"Oscillations of dark matter halos in galaxies","Authors: V. V. Flambaum, I. B. Samsonov","Baryonic matter and dark matter in galaxies represent two substances linked by the gravitational interaction. Collisions of galaxies may create an offset between the centers of mass of these two components. Ignoring internal dynamics of particles in the dark matter halo and Keplerian rotations of stars in the galaxy, we focus on possible relative oscillations of the visible matter in the dark matter halo. This two-fluid model is somewhat similar to the ``giant dipole resonances'' in nuclei. We estimate possible amplitude and frequency of such oscillations assuming that the offset of the centers of mass is small as compared with the size of the galaxy. Such oscillations, if exist, should manifest themselves in anomalies of velocities of stars in the galaxy, such as the density waves and runaway stars which have orbit periods in resonance with oscillations. These matter -- dark matter oscillations may affect direction and magnitude of the dark matter wind coming to Earth. △ Less","Submitted 25 November, 2025;","originally announced November 2025.",NA,NA
"High-order Gravity-mode Period Spacing Patterns of Intermediate-mass ($1.5 \, M_\odot < M < 3 \, M_{\odot}$) Main-sequence Stars I. Perturbative Analysis","Authors: Yoshiki Hatta, Takashi Sekii","Theoretical study of high-order gravity-mode period spacing ($ΔP_g$) pattern is relevant for the better understanding of internal properties of intermediate-mass ($1.5 \, M_\odot < M < 8 \, M_{\odot}$) main-sequence g-mode pulsators. In this paper, we carry out the first-order perturbative analysis to evaluate effects of a sharp, though not discontinuous, transition in the Brunt-Väisälä (BV) frequency on the $ΔP_g$ pattern. Such a finite-width transition in the BV frequency, whose scale height can be comparable to the local wavelength of gravity waves, is expected to develop in relatively low-mass ($1.5 \, M_\odot < M < 3 \, M_{\odot}$) main-sequence stars, causing a bump in the second derivative of the BV frequency. Inspired by Unno et al.'s formulation, we treat the bump in the second derivative of the BV frequency as a small perturbation, which allows us to derive an analytical expression of the $ΔP_g$ pattern. The analytical expression shows that the amplitude of the oscillatory $ΔP_g$ pattern is determined by a weighted average of the bump in the second derivative of the BV frequency where the weighting function is given by the g-mode eigenfunction. Tests with low-mass ($\sim 2 \, M_\odot$) main-sequence stellar models show that the analytical expression can reproduce the $ΔP_g$ patterns numerically computed reasonably well. The results of our perturbative analysis will be useful for, e.g., improving semi-analytical expressions of the $ΔP_g$ pattern, which would enable us to investigate $ΔP_g$ patterns of SPB stars and $γ$ Dor stars for inferring chemical composition profile and rotation rates. △ Less","Submitted 25 November, 2025;","originally announced November 2025.",NA,NA
"The Intermediate Mass Black Hole in Omega Centauri: Constraints on Accretion from JWST","Authors: Steven Chen, Jeremy Hare, Oleg Kargaltsev, Hui Yang, Denis Cioffi, Maximilian Häberle, Anil Seth","We analyze JWST observations of the central region of the globular cluster $ω$ Centauri (NGC 5139, $ω$ Cen hereafter), around the position of the candidate IMBH inferred by Haberle et al. (2024a) from the motion of fast-moving stars in multi-epoch HST observations. We performed PSF-fitting photometry for sources in NIRCam (F200W and F444W) and MIRI (F770W and F1500W) and constructed UV to IR SEDs for sources within the central region of the cluster by using HST photometry from oMEGACat (Haberle et al. 2024b). None of the SEDs of reliably measured sources within this region resembles the SEDs computed from models of Pesce et al. 2021 for IMBHs accreting from intracluster medium at low rates. Our JWST limits place constraints on combinations of IMBH mass and accretion efficiency, either due to the amount of material available to be accreted, or due to the fraction of accreting matter that actually falls into the IMBH. Our non-detection then does not contradict the mass range of the IMBH inferred from the fast moving stars. We discuss these constraints in the context of the model of Pesce et al. 2021. We find that JWST limits are more restrictive than the existing radio limits for IMBH masses $\lesssim 20,000 M_{\odot}$. It is also possible that the faint IMBH emission is dominated by the light of a nearby star. Tighter limits on accretion onto the candidate IMBH can be placed with deeper observations, a more precise localization of the IMBH, and better measurements of the local intracluster medium density and temperature at the center of the cluster. △ Less","Submitted 25 November, 2025;","originally announced November 2025.",NA,NA
"The Diversity of Cold Worlds: Age and Characterization of the Exoplanet COCONUTS-2b","Authors: Rocio Kiman, Charles A. Beichman, Azul Ruiz Diaz, Jacqueline K. Faherty, Brianna Lacy, Genaro Suarez, Federico Marocco, J. Davy Kirkpatrick, Jonathan Gagne, Jessica Copeland, Ben Burningham, Niall Whiteford, Melanie J. Rowland, Daniella C. Bardalez Gagliuffi, Johanna M. Vos, Adam C. Schneider, Eileen C. Gonzales, Sherelyn Alejandro Merchan, Austin Rothermich, Richard Smart, Edgardo Costa, Rene A. Mendez","Studying cold brown dwarfs is key to understanding the diverse characteristics of cold giant exoplanets atmospheres. COCONUTS-2, is a wide binary system composed of a T9 brown dwarf and an M3 star, which presents a unique opportunity to characterize a cold benchmark brown dwarf. As part of a JWST program to study the range of physical and atmospheric properties of the coldest brown dwarfs, we obtained NIRSpec G395H spectra (R~2700, 2.87-5.13 um) and MIRI F1000W, F1280W, and F1800W photometry for COCONUTS-2b. In this work, we find a 99% probability of the system belonging to the Corona of Ursa Major (414+/-23 Myr) using BANYAN Sigma and its full kinematics. We also re-estimate the astrometry of COCONUTS-2b using the MIRI data. We support the membership with a comparison of rotation period, metallicity and C/O ratio of the group with those of the COCONUTS-2 system. We also calculate its bolometric luminosity, which combined with our age estimation, allows us to derive its mass, effective temperature, surface gravity, and radius with high precision. As a result of our analysis, we support the conclusion that COCONUTS-2b is a planetary mass object (7.5+/-0.4 MJup) which was likely formed via the same mechanism as stars. In addition we compare the JWST spectrum to another object in the sample, J082507.35+280548.5 (0825+2805), a Y0.5 brown dwarf, which is a candidate member of the same moving group, but has a lower mass (3.7+/-0.2 MJup). We identify absorption feature differences which could indicate that 0825+2805 has stronger vertical mixing. △ Less","Submitted 25 November, 2025;","originally announced November 2025.",NA,NA
"Automated all-sky detection of γ Doradus / δ Scuti hybrids in TESS data from positive unlabelled (PU) learning","Authors: Mykyta Kliapets, Pablo Huijse, Andrew Tkachenko, Alex Kemp, Dario J. Fritzewski, Daniel Hey, Conny Aerts","The Transiting Exoplanet Survey Satellite (TESS) mission has observed hundreds of millions of stars, substantially contributing to the available pool of high-precision photometric space data. Among them are the relatively rare $γ$ Doradus / $δ$ Scuti ($γ$ Dor / $δ$ Sct) hybrid pulsators, which have been previously studied using Kepler data. These stars are perfect laboratories to probe both inner and outer interior stellar layers thanks to them exhibiting both pressure and gravity modes. We seek to classify an all-sky sample of AF stars observed by TESS to find previously undiscovered hybrid pulsators and supply them in a catalogue of candidates. We also aim to compare the light curves produced with the TESS-Gaia Light Curve (TGLC) pipeline, currently underused in variability studies, with other publicly available light curves. We compared dominant and secondary frequencies of confirmed hybrid pulsators in Kepler, extended mission Quick Look Pipeline (QLP) data, and nominal and extended mission TGLC data. We then used a feature-based positive unlabelled (PU) learning classifier to search for new hybrid pulsators amongst TESS AF stars and investigated the properties of the detected populations. We find that the variability of confirmed hybrids in TGLC agrees well with the one occurring in QLP light curves and has a high recovery rate of \kepler-extracted frequencies. Our `smart binning' method allows for robust extraction of hybrids from large unlabelled datasets, with an average out-of-bag prediction for test set hybrids at 93.04\%. The analysis of dominant frequencies in high-probability candidates shows that we find more pressure-mode dominant hybrids. Our catalogue includes 62,026 new candidate light curves from the nominal and extended TESS missions, with individual probabilities of being a hybrid in each available sector. △ Less","Submitted 25 November, 2025;","originally announced November 2025.",NA,NA
"Mapping the Galaxy Color-Star Formation Rate Relation with Manifold Learning and Infrared Image Stacking","Authors: Yu-Heng Lin, Daniel Masters, Andreas L. Faisst, Harry Teplitz, Olivier Ilbert, Matthieu Bethermin, Shoubaneh Hemmati, Vihang Mehta, Jason D. Rhodes, Gregory L. Walth","Modern surveys present us with billions of faint galaxies for which we only have broadband images in $\sim$6-8 optical-to-near-infrared (NIR) filters. Galaxy star formation rates (SFRs) are difficult to estimate accurately without spectroscopic diagnostics or far-infrared (FIR) photometry, both of which are prohibitively expensive to obtain for large numbers of faint, high-redshift galaxies. Here we present the empirical relation between SFR and broadband optical-to-NIR colors learned from Spitzer MIPS and Herschel PACS/SPIRE imaging using an innovative stacking analysis that bins galaxies with similar optical-to-NIR spectral energy distributions using a Self-Organizing Map (SOM). Stacking based on optical-to-NIR colors ensures that our FIR stacks are built from galaxies with similar intrinsic physical properties as opposed to stacking simply by stellar mass. We train a 40$\times$40 SOM using 230,638 galaxies selected from the COSMOS field, and stack the mid-to-far infrared images from 24 micron to 500 micron. We are able to measure the median FIR luminosities from half of the SOM cells to calibrate the star formation rate. In addition to investigating the common structures of optical-to-NIR properties and FIR detections labeled on the SOM, we provide calibrated star formation rates for nearly half of the galaxies in the COSMOS fields down to $i-$band magnitude $\leq 25.5$, and present the evolution of the galaxy main sequence for low-mass galaxies to redshift $z\sim2.5$. △ Less","Submitted 25 November, 2025;","originally announced November 2025.",NA,NA
"Tungsten Germanide Single-Photon Detectors with Saturated Internal Detection Efficiency at Wavelengths up to 29 μm","Authors: Benedikt Hampel, Daniel Kuznesof, Andrew S. Mueller, Sahil R. Patel, Robert H. Hadfield, Emma E. Wollman, Matthew D. Shaw, Dirk Schwarzer, Alec M. Wodtke, Khalid Hossain, Allison V. Mis, Alexana Roshko, Richard P. Mirin, Sae Woo Nam, Varun B. Verma","Superconducting nanowire single-photon detectors (SNSPDs) are among the most sensitive single-photon detectors available and have the potential to transform fields ranging from infrared astrophysics to molecular spectroscopy. However, extending their performance into the mid-infrared spectral region - crucial for applications such as exoplanet transit spectroscopy and vibrational fingerprinting of molecules - has remained a major challenge, primarily due to material limitations and scalability constraints. Here, we report on the development of SNSPDs based on tungsten germanide, a novel material system that combines high infrared sensitivity with compatibility for large-scale fabrication. Our detectors exhibit saturated internal detection efficiency at wavelengths up to 29 $\mathrm{μm}$. This advance enables scalable, high-performance single-photon detection in a spectral region that was previously inaccessible, opening new frontiers in remote sensing, thermal imaging, environmental monitoring, molecular physics, and astronomy. △ Less","Submitted 25 November, 2025;","originally announced November 2025.",NA,NA
"Euclid preparation. Controlling angular systematics in the Euclid spectroscopic galaxy sample","Authors: Euclid Collaboration, P. Monaco, M. Y. Elkhashab, B. R. Granett, J. Salvalaggio, E. Sefusatti, C. Scarlata, B. Zabelle, M. Bethermin, S. Bruton, C. Carbone, S. de la Torre, S. Dusini, A. Eggemeier, L. Guzzo, G. Lavaux, S. Lee, K. Markovic, K. S. McCarthy, M. Moresco, F. Passalacqua, W. J. Percival, I. Risso, A. G. Sánchez, D. Scott , et al. (276 additional authors not shown)","We present the strategy to identify and mitigate potential sources of angular systematics in the Euclid spectroscopic galaxy survey, and we quantify their impact on galaxy clustering measurements and cosmological parameter estimation. We first survey the Euclid processing pipeline to identify all evident, potential sources of systematics, and classify them into two broad classes: angular systematics, which modulate the galaxy number density across the sky, and catastrophic redshift errors, which lead to interlopers in the galaxy sample. We then use simulated spectroscopic surveys to test our ability to mitigate angular systematics by constructing a random catalogue that represents the visibility mask of the survey; this is a dense set of intrinsically unclustered objects, subject to the same selection effects as the data catalogue. The construction of this random catalogue relies on a detection model, which gives the probability of reliably measuring the galaxy redshift as a function of the signal-to-noise ratio (S/N) of its emission lines. We demonstrate that, in the ideal case of a perfect knowledge of the visibility mask, the galaxy power spectrum in the presence of systematics is recovered, to within sub-percent accuracy, by convolving a theory power spectrum with a window function obtained from the random catalogue itself. In the case of only approximate knowledge of the visibility mask, we test the stability of power spectrum measurements and cosmological parameter posteriors by using perturbed versions of the random catalogue. We find that significant effects are limited to very large scales, and parameter estimation remains robust, with the most impacting effects being connected to the calibration of the detection model. △ Less","Submitted 25 November, 2025;","originally announced November 2025.",NA,NA
"Constraining the Synthesis of the Lightest p Nucleus 74Se","Authors: A. Tsantiri, A. Spyrou, E. C. Good, K. Bosmpotinis, P. Giuliani, H. Arora, G. Balk, L. Balliet, H. C. Berg, J. M. Berkman, C. Dembski, P. DeYoung, P. A. Denissenkov, N. Dimitrakopoulos, A. Doetsch, T. Gaballah, R. Garg, A. Henriques, R. Jain, S. N. Liddick, S. Lyons, R. S. Lubna, B. Monteagudo Godoy, F. Montes, S. Nash , et al. (20 additional authors not shown)","We provide the first experimental cross section of the $^{73}\text{As}(p,γ)^{74}\text{Se}$ reaction to constrain one of the main destruction mechanisms of the p nucleus $^{74}\text{Se}$ in explosive stellar environments. The measurement was done using a radioactive $^{73}\text{As}$ beam at effective center-of-mass energies of 2.9 and 2.3 MeV/nucleon. Along with the total cross-section measurement, statistical properties of the $^{74}\text{Se}$ compound nucleus were extracted, constraining the reaction cross section in the upper Gamow window of the $γ$ process. The impact of the experimentally constrained reaction rate on $^{74}\text{Se}$ production in Type II supernovae was investigated through Monte Carlo one-zone network simulations. The results indicate that the overproduction of $^{74}$Se by Type II supernova models cannot be resolved by nuclear physics alone and point toward the need for a more detailed understanding of the astrophysical conditions of relevance for the $γ$ process. △ Less","Submitted 25 November, 2025;","originally announced November 2025.",NA,NA
